lat,lon,psl
-58.90052356020942,148.75,1.1967316
-58.90052356020942,150.0,1.2410685
-58.90052356020942,151.25,1.3758163
-58.90052356020942,152.5,1.5466589
-58.90052356020942,153.75,1.7291794
-58.90052356020942,155.0,1.8971659
-58.90052356020942,156.25,2.055687
-58.90052356020942,157.5,2.2278569
-58.90052356020942,158.75,2.3504841
-58.90052356020942,160.0,2.4663696
-58.90052356020942,161.25,2.6185963
-58.90052356020942,162.5,2.805069
-58.90052356020942,163.75,2.9628525
-58.90052356020942,165.0,3.0439377
-58.90052356020942,166.25,3.0539703
-58.90052356020942,167.5,3.0376663
-58.90052356020942,168.75,3.0622356
-58.90052356020942,170.0,3.1269226
-58.90052356020942,171.25,3.1901958
-58.90052356020942,172.5,3.2309825
-58.90052356020942,173.75,3.251358
-58.90052356020942,175.0,3.2620544
-58.90052356020942,176.25,3.2685597
-58.90052356020942,177.5,3.2726772
-58.90052356020942,178.75,3.272733
-58.90052356020942,180.0,3.260043
-58.90052356020942,181.25,3.2363079
-58.90052356020942,182.5,3.206792
-58.90052356020942,183.75,3.179044
-58.90052356020942,185.0,3.1540272
-58.90052356020942,186.25,3.1264954
-58.90052356020942,187.5,3.0896862
-58.90052356020942,188.75,3.0439072
-58.90052356020942,190.0,2.9913228
-58.90052356020942,191.25,2.9343593
-58.90052356020942,192.5,2.8850963
-58.90052356020942,193.75,2.82916
-58.90052356020942,195.0,2.7515895
-58.90052356020942,196.25,2.6498387
-58.90052356020942,197.5,2.5282543
-58.90052356020942,198.75,2.3922856
-58.90052356020942,200.0,2.2470703
-58.90052356020942,201.25,2.0898259
-58.90052356020942,202.5,1.9009781
-58.90052356020942,203.75,1.699585
-58.90052356020942,205.0,1.4812952
-58.90052356020942,206.25,1.2803015
-58.90052356020942,207.5,1.1351547
-58.90052356020942,208.75,1.0491995
-58.90052356020942,210.0,1.0038248
-58.90052356020942,211.25,0.9835892
-58.90052356020942,212.5,0.9818039
-58.90052356020942,213.75,1.0002722
-58.90052356020942,215.0,1.0255737
-58.90052356020942,216.25,1.0551172
-58.90052356020942,217.5,1.0840048
-58.90052356020942,218.75,1.1075414
-58.90052356020942,220.0,1.122785
-58.90052356020942,221.25,1.1253561
-58.90052356020942,222.5,1.1182276
-58.90052356020942,223.75,1.120519
-58.90052356020942,225.0,1.1543198
-58.90052356020942,226.25,1.225057
-58.90052356020942,227.5,1.34228
-58.90052356020942,228.75,1.4966482
-58.90052356020942,230.0,1.6696066
-58.90052356020942,231.25,1.8461431
-58.90052356020942,232.5,2.0081532
-58.90052356020942,233.75,2.1340332
-58.90052356020942,235.0,2.2086182
-58.90052356020942,236.25,2.2348328
-58.90052356020942,237.5,2.2429707
-58.90052356020942,238.75,2.2510834
-58.90052356020942,240.0,2.2535503
-58.90052356020942,241.25,2.2417755
-58.90052356020942,242.5,2.2169545
-58.90052356020942,243.75,2.1896389
-58.90052356020942,245.0,2.1681645
-58.90052356020942,246.25,2.1604588
-58.90052356020942,247.5,2.1721904
-58.90052356020942,248.75,2.1932576
-58.90052356020942,250.0,2.2134502
-58.90052356020942,251.25,2.2254918
-58.90052356020942,252.5,2.2334137
-58.90052356020942,253.75,2.2394764
-58.90052356020942,255.0,2.2448146
-58.90052356020942,256.25,2.2530491
-58.90052356020942,257.5,2.266739
-58.90052356020942,258.75,2.2964554
-58.90052356020942,260.0,2.3252513
-58.90052356020942,261.25,2.3434346
-58.90052356020942,262.5,2.346822
-58.90052356020942,263.75,2.3450623
-58.90052356020942,265.0,2.3514302
-58.90052356020942,266.25,2.3733647
-58.90052356020942,267.5,2.4112244
-58.90052356020942,268.75,2.458524
-58.90052356020942,270.0,2.5120418
-58.90052356020942,271.25,2.5590363
-58.90052356020942,272.5,2.5984447
-58.90052356020942,273.75,2.634491
-58.90052356020942,275.0,2.6743164
-58.90052356020942,276.25,2.7187755
-58.90052356020942,277.5,2.7638474
-58.90052356020942,278.75,2.8082225
-58.90052356020942,280.0,2.84715
-58.90052356020942,281.25,2.883044
-58.90052356020942,282.5,2.9152908
-58.90052356020942,283.75,2.9415588
-58.90052356020942,285.0,2.9578426
-58.90052356020942,286.25,2.9593735
-58.90052356020942,287.5,2.9346898
-58.90052356020942,288.75,2.8695602
-58.90052356020942,290.0,2.7448018
-58.90052356020942,291.25,2.5282872
-58.90052356020942,292.5,2.2437031
-58.90052356020942,293.75,2.0682323
-58.90052356020942,295.0,1.9962769
-58.90052356020942,296.25,2.0087814
-58.90052356020942,297.5,2.0714417
-58.90052356020942,298.75,2.1497269
-58.90052356020942,300.0,2.2162807
-58.90052356020942,301.25,2.2477112
-58.90052356020942,302.5,2.2443364
-58.90052356020942,303.75,2.2017899
-58.90052356020942,305.0,2.1394958
-58.90052356020942,306.25,2.0639904
-58.90052356020942,307.5,1.9804739
-58.90052356020942,308.75,1.9021606
-58.90052356020942,310.0,1.8106638
-58.90052356020942,311.25,1.6613871
-58.90052356020942,312.5,1.4546179
-58.90052356020942,313.75,1.2685369
-58.90052356020942,315.0,1.1488241
-58.90052356020942,316.25,1.0771866
-58.90052356020942,317.5,1.0037104
-58.90052356020942,318.75,0.90075177
-58.90052356020942,320.0,0.77009326
-58.90052356020942,321.25,0.62946063
-58.90052356020942,322.5,0.48357138
-58.90052356020942,323.75,0.3388392
-58.90052356020942,325.0,0.20261891
-58.90052356020942,326.25,0.07520294
-58.90052356020942,327.5,-0.025627136
-58.90052356020942,328.75,-0.120791115
-58.90052356020942,330.0,-0.21122487
-58.90052356020942,331.25,-0.28814697
-58.90052356020942,332.5,-0.33863068
-58.90052356020942,333.75,-0.3548533
-58.90052356020942,335.0,-0.3622055
-58.90052356020942,336.25,-0.39491525
-58.90052356020942,337.5,-0.49161276
-58.90052356020942,338.75,-0.6025136
-58.90052356020942,340.0,-0.7037557
-58.90052356020942,341.25,-0.79513294
-58.90052356020942,342.5,-0.8697383
-58.90052356020942,343.75,-0.9280955
-58.90052356020942,345.0,-0.9808909
-58.90052356020942,346.25,-1.0343119
-58.90052356020942,347.5,-1.1042455
-58.90052356020942,348.75,-1.2064718
-58.90052356020942,350.0,-1.2929434
-58.90052356020942,351.25,-1.3682581
-58.90052356020942,352.5,-1.4389343
-58.90052356020942,353.75,-1.5033289
-58.90052356020942,355.0,-1.5648092
-58.90052356020942,356.25,-1.6296259
-58.90052356020942,357.5,-1.6932245
-58.90052356020942,358.75,-1.7509842
-57.95811518324607,0.0,-1.1511484
-57.95811518324607,1.25,-1.2115911
-57.95811518324607,2.5,-1.2593511
-57.95811518324607,3.75,-1.2915701
-57.95811518324607,5.0,-1.3010813
-57.95811518324607,6.25,-1.2855072
-57.95811518324607,7.5,-1.2435303
-57.95811518324607,8.75,-1.172521
-57.95811518324607,10.0,-1.0796051
-57.95811518324607,11.25,-0.9507573
-57.95811518324607,12.5,-0.80307007
-57.95811518324607,13.75,-0.63104504
-57.95811518324607,15.0,-0.4391149
-57.95811518324607,16.25,-0.24237315
-57.95811518324607,17.5,-0.047612507
-57.95811518324607,18.75,0.14733887
-57.95811518324607,20.0,0.34456125
-57.95811518324607,21.25,0.55045825
-57.95811518324607,22.5,0.7977498
-57.95811518324607,23.75,1.0348231
-57.95811518324607,25.0,1.2739868
-57.95811518324607,26.25,1.4935989
-57.95811518324607,27.5,1.6632029
-57.95811518324607,28.75,1.7782211
-57.95811518324607,30.0,1.8577219
-57.95811518324607,31.25,1.9212799
-57.95811518324607,32.5,1.9845759
-57.95811518324607,33.75,2.0649388
-57.95811518324607,35.0,2.141505
-57.95811518324607,36.25,2.2118378
-57.95811518324607,37.5,2.2714589
-57.95811518324607,38.75,2.320816
-57.95811518324607,40.0,2.3623073
-57.95811518324607,41.25,2.4006348
-57.95811518324607,42.5,2.4410782
-57.95811518324607,43.75,2.484085
-57.95811518324607,45.0,2.5339406
-57.95811518324607,46.25,2.5765812
-57.95811518324607,47.5,2.6153462
-57.95811518324607,48.75,2.646098
-57.95811518324607,50.0,2.670756
-57.95811518324607,51.25,2.691574
-57.95811518324607,52.5,2.70755
-57.95811518324607,53.75,2.7179997
-57.95811518324607,55.0,2.7231953
-57.95811518324607,56.25,2.7212093
-57.95811518324607,57.5,2.7101338
-57.95811518324607,58.75,2.6901093
-57.95811518324607,60.0,2.6572216
-57.95811518324607,61.25,2.607788
-57.95811518324607,62.5,2.5423
-57.95811518324607,63.75,2.460261
-57.95811518324607,65.0,2.3562648
-57.95811518324607,66.25,2.2290318
-57.95811518324607,67.5,2.0652974
-57.95811518324607,68.75,1.8833185
-57.95811518324607,70.0,1.6614279
-57.95811518324607,71.25,1.391805
-57.95811518324607,72.5,1.074267
-57.95811518324607,73.75,0.7394994
-57.95811518324607,75.0,0.4441503
-57.95811518324607,76.25,0.21848042
-57.95811518324607,77.5,0.043251038
-57.95811518324607,78.75,-0.1208547
-57.95811518324607,80.0,-0.28371176
-57.95811518324607,81.25,-0.44997916
-57.95811518324607,82.5,-0.61351776
-57.95811518324607,83.75,-0.76808167
-57.95811518324607,85.0,-0.88724774
-57.95811518324607,86.25,-0.93238574
-57.95811518324607,87.5,-0.9219284
-57.95811518324607,88.75,-0.9432958
-57.95811518324607,90.0,-1.0154495
-57.95811518324607,91.25,-1.0701447
-57.95811518324607,92.5,-1.0925344
-57.95811518324607,93.75,-1.0954386
-57.95811518324607,95.0,-1.0902863
-57.95811518324607,96.25,-1.098081
-57.95811518324607,97.5,-1.1204529
-57.95811518324607,98.75,-1.1373392
-57.95811518324607,100.0,-1.1250381
-57.95811518324607,101.25,-1.056694
-57.95811518324607,102.5,-0.95302325
-57.95811518324607,103.75,-0.8274129
-57.95811518324607,105.0,-0.70481616
-57.95811518324607,106.25,-0.59648895
-57.95811518324607,107.5,-0.49510956
-57.95811518324607,108.75,-0.38172403
-57.95811518324607,110.0,-0.2432785
-57.95811518324607,111.25,-0.095197044
-57.95811518324607,112.5,0.035616558
-57.95811518324607,113.75,0.11881765
-57.95811518324607,115.0,0.17695618
-57.95811518324607,116.25,0.22609456
-57.95811518324607,117.5,0.28266144
-57.95811518324607,118.75,0.35232544
-57.95811518324607,120.0,0.4359487
-57.95811518324607,121.25,0.53031665
-57.95811518324607,122.5,0.62834674
-57.95811518324607,123.75,0.73795825
-57.95811518324607,125.0,0.8493373
-57.95811518324607,126.25,0.96636456
-57.95811518324607,127.5,1.085701
-57.95811518324607,128.75,1.2070618
-57.95811518324607,130.0,1.3309046
-57.95811518324607,131.25,1.4563802
-57.95811518324607,132.5,1.5790278
-57.95811518324607,133.75,1.6951218
-57.95811518324607,135.0,1.80867
-57.95811518324607,136.25,1.9028066
-57.95811518324607,137.5,1.9841843
-57.95811518324607,138.75,2.0458298
-57.95811518324607,140.0,2.0792313
-57.95811518324607,141.25,2.080536
-57.95811518324607,142.5,2.0466487
-57.95811518324607,143.75,1.9737905
-57.95811518324607,145.0,1.8734766
-57.95811518324607,146.25,1.7530314
-57.95811518324607,147.5,1.6858749
-57.95811518324607,148.75,1.730311
-57.95811518324607,150.0,1.8972143
-57.95811518324607,151.25,2.102651
-57.95811518324607,152.5,2.2998455
-57.95811518324607,153.75,2.490237
-57.95811518324607,155.0,2.6726277
-57.95811518324607,156.25,2.8544235
-57.95811518324607,157.5,3.0101852
-57.95811518324607,158.75,3.0770085
-57.95811518324607,160.0,3.1435192
-57.95811518324607,161.25,3.292862
-57.95811518324607,162.5,3.5061824
-57.95811518324607,163.75,3.6801937
-57.95811518324607,165.0,3.7491302
-57.95811518324607,166.25,3.7227554
-57.95811518324607,167.5,3.6664658
-57.95811518324607,168.75,3.6692505
-57.95811518324607,170.0,3.7396443
-57.95811518324607,171.25,3.8186035
-57.95811518324607,172.5,3.8719738
-57.95811518324607,173.75,3.8950653
-57.95811518324607,175.0,3.8973744
-57.95811518324607,176.25,3.887492
-57.95811518324607,177.5,3.8723552
-57.95811518324607,178.75,3.857404
-57.95811518324607,180.0,3.8395436
-57.95811518324607,181.25,3.8204677
-57.95811518324607,182.5,3.7975032
-57.95811518324607,183.75,3.7739818
-57.95811518324607,185.0,3.7517674
-57.95811518324607,186.25,3.7298508
-57.95811518324607,187.5,3.7025223
-57.95811518324607,188.75,3.6650722
-57.95811518324607,190.0,3.6167552
-57.95811518324607,191.25,3.5568492
-57.95811518324607,192.5,3.510704
-57.95811518324607,193.75,3.464798
-57.95811518324607,195.0,3.3949077
-57.95811518324607,196.25,3.2935307
-57.95811518324607,197.5,3.1688106
-57.95811518324607,198.75,3.0314763
-57.95811518324607,200.0,2.8867466
-57.95811518324607,201.25,2.7310333
-57.95811518324607,202.5,2.541692
-57.95811518324607,203.75,2.3358078
-57.95811518324607,205.0,2.105924
-57.95811518324607,206.25,1.8898621
-57.95811518324607,207.5,1.719195
-57.95811518324607,208.75,1.5982666
-57.95811518324607,210.0,1.5240988
-57.95811518324607,211.25,1.4901072
-57.95811518324607,212.5,1.48983
-57.95811518324607,213.75,1.5283966
-57.95811518324607,215.0,1.5750021
-57.95811518324607,216.25,1.6267319
-57.95811518324607,217.5,1.6759262
-57.95811518324607,218.75,1.7075704
-57.95811518324607,220.0,1.7137121
-57.95811518324607,221.25,1.694842
-57.95811518324607,222.5,1.6625214
-57.95811518324607,223.75,1.633934
-57.95811518324607,225.0,1.6313477
-57.95811518324607,226.25,1.6756719
-57.95811518324607,227.5,1.7757899
-57.95811518324607,228.75,1.9179713
-57.95811518324607,230.0,2.0904846
-57.95811518324607,231.25,2.2893703
-57.95811518324607,232.5,2.4846904
-57.95811518324607,233.75,2.6368153
-57.95811518324607,235.0,2.7210643
-57.95811518324607,236.25,2.748891
-57.95811518324607,237.5,2.7573574
-57.95811518324607,238.75,2.7641041
-57.95811518324607,240.0,2.763214
-57.95811518324607,241.25,2.7464447
-57.95811518324607,242.5,2.715421
-57.95811518324607,243.75,2.6787007
-57.95811518324607,245.0,2.6487935
-57.95811518324607,246.25,2.6352413
-57.95811518324607,247.5,2.6494064
-57.95811518324607,248.75,2.6853054
-57.95811518324607,250.0,2.724017
-57.95811518324607,251.25,2.7550023
-57.95811518324607,252.5,2.7770844
-57.95811518324607,253.75,2.791827
-57.95811518324607,255.0,2.801122
-57.95811518324607,256.25,2.8080242
-57.95811518324607,257.5,2.8157628
-57.95811518324607,258.75,2.8323314
-57.95811518324607,260.0,2.849429
-57.95811518324607,261.25,2.8604202
-57.95811518324607,262.5,2.8610966
-57.95811518324607,263.75,2.856641
-57.95811518324607,265.0,2.856898
-57.95811518324607,266.25,2.8680089
-57.95811518324607,267.5,2.8931885
-57.95811518324607,268.75,2.9295552
-57.95811518324607,270.0,2.9808273
-57.95811518324607,271.25,3.0284169
-57.95811518324607,272.5,3.068723
-57.95811518324607,273.75,3.10731
-57.95811518324607,275.0,3.1520615
-57.95811518324607,276.25,3.2011871
-57.95811518324607,277.5,3.2514446
-57.95811518324607,278.75,3.2991307
-57.95811518324607,280.0,3.343834
-57.95811518324607,281.25,3.3930385
-57.95811518324607,282.5,3.440305
-57.95811518324607,283.75,3.4910533
-57.95811518324607,285.0,3.5515747
-57.95811518324607,286.25,3.624499
-57.95811518324607,287.5,3.6864064
-57.95811518324607,288.75,3.7313182
-57.95811518324607,290.0,3.7499363
-57.95811518324607,291.25,3.674876
-57.95811518324607,292.5,3.4219997
-57.95811518324607,293.75,3.0873337
-57.95811518324607,295.0,2.8218892
-57.95811518324607,296.25,2.7322948
-57.95811518324607,297.5,2.7639008
-57.95811518324607,298.75,2.8396912
-57.95811518324607,300.0,2.9187062
-57.95811518324607,301.25,2.9640453
-57.95811518324607,302.5,2.970281
-57.95811518324607,303.75,2.9432704
-57.95811518324607,305.0,2.8791733
-57.95811518324607,306.25,2.7885284
-57.95811518324607,307.5,2.6904705
-57.95811518324607,308.75,2.5983887
-57.95811518324607,310.0,2.4936574
-57.95811518324607,311.25,2.3315353
-57.95811518324607,312.5,2.1129303
-57.95811518324607,313.75,1.9082794
-57.95811518324607,315.0,1.7781296
-57.95811518324607,316.25,1.7017593
-57.95811518324607,317.5,1.6189905
-57.95811518324607,318.75,1.5073954
-57.95811518324607,320.0,1.3482946
-57.95811518324607,321.25,1.1709315
-57.95811518324607,322.5,1.0150656
-57.95811518324607,323.75,0.8903249
-57.95811518324607,325.0,0.77928925
-57.95811518324607,326.25,0.6729991
-57.95811518324607,327.5,0.5942332
-57.95811518324607,328.75,0.53093976
-57.95811518324607,330.0,0.4778112
-57.95811518324607,331.25,0.43351492
-57.95811518324607,332.5,0.40974173
-57.95811518324607,333.75,0.42070517
-57.95811518324607,335.0,0.4499588
-57.95811518324607,336.25,0.44723764
-57.95811518324607,337.5,0.37272134
-57.95811518324607,338.75,0.27241006
-57.95811518324607,340.0,0.1689504
-57.95811518324607,341.25,0.077804565
-57.95811518324607,342.5,0.007891337
-57.95811518324607,343.75,-0.041633606
-57.95811518324607,345.0,-0.08469137
-57.95811518324607,346.25,-0.13362376
-57.95811518324607,347.5,-0.19901784
-57.95811518324607,348.75,-0.3021164
-57.95811518324607,350.0,-0.4037857
-57.95811518324607,351.25,-0.5076065
-57.95811518324607,352.5,-0.61440784
-57.95811518324607,353.75,-0.72242993
-57.95811518324607,355.0,-0.8256938
-57.95811518324607,356.25,-0.9175415
-57.95811518324607,357.5,-0.99773663
-57.95811518324607,358.75,-1.0753632
-57.01570680628272,0.0,-0.54036206
-57.01570680628272,1.25,-0.5942052
-57.01570680628272,2.5,-0.64487714
-57.01570680628272,3.75,-0.69445294
-57.01570680628272,5.0,-0.7315267
-57.01570680628272,6.25,-0.74659985
-57.01570680628272,7.5,-0.73722076
-57.01570680628272,8.75,-0.69539386
-57.01570680628272,10.0,-0.6224162
-57.01570680628272,11.25,-0.504158
-57.01570680628272,12.5,-0.36676535
-57.01570680628272,13.75,-0.21450806
-57.01570680628272,15.0,-0.052426655
-57.01570680628272,16.25,0.116038
-57.01570680628272,17.5,0.28579965
-57.01570680628272,18.75,0.45763907
-57.01570680628272,20.0,0.6340688
-57.01570680628272,21.25,0.8204829
-57.01570680628272,22.5,1.0548197
-57.01570680628272,23.75,1.3031412
-57.01570680628272,25.0,1.5746714
-57.01570680628272,26.25,1.8414739
-57.01570680628272,27.5,2.056076
-57.01570680628272,28.75,2.1999385
-57.01570680628272,30.0,2.2907944
-57.01570680628272,31.25,2.357254
-57.01570680628272,32.5,2.4219463
-57.01570680628272,33.75,2.5015132
-57.01570680628272,35.0,2.5787506
-57.01570680628272,36.25,2.649414
-57.01570680628272,37.5,2.701739
-57.01570680628272,38.75,2.7360306
-57.01570680628272,40.0,2.7617595
-57.01570680628272,41.25,2.7901256
-57.01570680628272,42.5,2.8282726
-57.01570680628272,43.75,2.874715
-57.01570680628272,45.0,2.9349594
-57.01570680628272,46.25,2.9920628
-57.01570680628272,47.5,3.0426025
-57.01570680628272,48.75,3.0813854
-57.01570680628272,50.0,3.1083043
-57.01570680628272,51.25,3.1275837
-57.01570680628272,52.5,3.1425297
-57.01570680628272,53.75,3.1524785
-57.01570680628272,55.0,3.1578598
-57.01570680628272,56.25,3.155749
-57.01570680628272,57.5,3.1463826
-57.01570680628272,58.75,3.129453
-57.01570680628272,60.0,3.098793
-57.01570680628272,61.25,3.050687
-57.01570680628272,62.5,2.9838688
-57.01570680628272,63.75,2.8989766
-57.01570680628272,65.0,2.7928112
-57.01570680628272,66.25,2.668523
-57.01570680628272,67.5,2.5220032
-57.01570680628272,68.75,2.376114
-57.01570680628272,70.0,2.2094142
-57.01570680628272,71.25,2.0148392
-57.01570680628272,72.5,1.7839075
-57.01570680628272,73.75,1.5272522
-57.01570680628272,75.0,1.2718989
-57.01570680628272,76.25,1.0320944
-57.01570680628272,77.5,0.82811993
-57.01570680628272,78.75,0.6423187
-57.01570680628272,80.0,0.47984567
-57.01570680628272,81.25,0.35681915
-57.01570680628272,82.5,0.28843942
-57.01570680628272,83.75,0.27708435
-57.01570680628272,85.0,0.298879
-57.01570680628272,86.25,0.32194772
-57.01570680628272,87.5,0.31860098
-57.01570680628272,88.75,0.2579371
-57.01570680628272,90.0,0.16019948
-57.01570680628272,91.25,0.10608419
-57.01570680628272,92.5,0.099878944
-57.01570680628272,93.75,0.11178843
-57.01570680628272,95.0,0.10749563
-57.01570680628272,96.25,0.06661224
-57.01570680628272,97.5,-0.0015767416
-57.01570680628272,98.75,-0.06782786
-57.01570680628272,100.0,-0.10283915
-57.01570680628272,101.25,-0.07217153
-57.01570680628272,102.5,0.004234314
-57.01570680628272,103.75,0.106173195
-57.01570680628272,105.0,0.20873515
-57.01570680628272,106.25,0.29703012
-57.01570680628272,107.5,0.3693161
-57.01570680628272,108.75,0.4435959
-57.01570680628272,110.0,0.5460002
-57.01570680628272,111.25,0.677358
-57.01570680628272,112.5,0.8250351
-57.01570680628272,113.75,0.9353002
-57.01570680628272,115.0,1.0121994
-57.01570680628272,116.25,1.071022
-57.01570680628272,117.5,1.1297861
-57.01570680628272,118.75,1.1961008
-57.01570680628272,120.0,1.271492
-57.01570680628272,121.25,1.3547058
-57.01570680628272,122.5,1.4374313
-57.01570680628272,123.75,1.5230585
-57.01570680628272,125.0,1.6115519
-57.01570680628272,126.25,1.7143555
-57.01570680628272,127.5,1.8242747
-57.01570680628272,128.75,1.9350611
-57.01570680628272,130.0,2.042796
-57.01570680628272,131.25,2.1468124
-57.01570680628272,132.5,2.2440414
-57.01570680628272,133.75,2.3326213
-57.01570680628272,135.0,2.4167225
-57.01570680628272,136.25,2.4844563
-57.01570680628272,137.5,2.5355377
-57.01570680628272,138.75,2.5618489
-57.01570680628272,140.0,2.5544713
-57.01570680628272,141.25,2.5127945
-57.01570680628272,142.5,2.4425862
-57.01570680628272,143.75,2.3509877
-57.01570680628272,145.0,2.25354
-57.01570680628272,146.25,2.1631978
-57.01570680628272,147.5,2.1820958
-57.01570680628272,148.75,2.4021046
-57.01570680628272,150.0,2.719223
-57.01570680628272,151.25,2.9644825
-57.01570680628272,152.5,3.132291
-57.01570680628272,153.75,3.2788773
-57.01570680628272,155.0,3.4415157
-57.01570680628272,156.25,3.6078517
-57.01570680628272,157.5,3.721532
-57.01570680628272,158.75,3.7434108
-57.01570680628272,160.0,3.791565
-57.01570680628272,161.25,3.9545314
-57.01570680628272,162.5,4.1825585
-57.01570680628272,163.75,4.3694406
-57.01570680628272,165.0,4.4492264
-57.01570680628272,166.25,4.4201713
-57.01570680628272,167.5,4.3404465
-57.01570680628272,168.75,4.2809677
-57.01570680628272,170.0,4.3027725
-57.01570680628272,171.25,4.3710504
-57.01570680628272,172.5,4.4412994
-57.01570680628272,173.75,4.4874954
-57.01570680628272,175.0,4.502444
-57.01570680628272,176.25,4.489759
-57.01570680628272,177.5,4.4622064
-57.01570680628272,178.75,4.4354043
-57.01570680628272,180.0,4.4108176
-57.01570680628272,181.25,4.3929596
-57.01570680628272,182.5,4.374832
-57.01570680628272,183.75,4.352249
-57.01570680628272,185.0,4.3296204
-57.01570680628272,186.25,4.3067627
-57.01570680628272,187.5,4.2815986
-57.01570680628272,188.75,4.25044
-57.01570680628272,190.0,4.2047095
-57.01570680628272,191.25,4.145973
-57.01570680628272,192.5,4.0999475
-57.01570680628272,193.75,4.0559945
-57.01570680628272,195.0,3.98938
-57.01570680628272,196.25,3.8874638
-57.01570680628272,197.5,3.7627132
-57.01570680628272,198.75,3.6283875
-57.01570680628272,200.0,3.487254
-57.01570680628272,201.25,3.3336742
-57.01570680628272,202.5,3.1340485
-57.01570680628272,203.75,2.9179738
-57.01570680628272,205.0,2.6855545
-57.01570680628272,206.25,2.4786937
-57.01570680628272,207.5,2.315117
-57.01570680628272,208.75,2.1804073
-57.01570680628272,210.0,2.0705616
-57.01570680628272,211.25,1.9997152
-57.01570680628272,212.5,1.9760056
-57.01570680628272,213.75,2.010849
-57.01570680628272,215.0,2.0691707
-57.01570680628272,216.25,2.1359737
-57.01570680628272,217.5,2.2008362
-57.01570680628272,218.75,2.2415135
-57.01570680628272,220.0,2.246582
-57.01570680628272,221.25,2.2214177
-57.01570680628272,222.5,2.1763
-57.01570680628272,223.75,2.1280315
-57.01570680628272,225.0,2.106046
-57.01570680628272,226.25,2.1460521
-57.01570680628272,227.5,2.2717464
-57.01570680628272,228.75,2.4452846
-57.01570680628272,230.0,2.628713
-57.01570680628272,231.25,2.8281403
-57.01570680628272,232.5,3.0144424
-57.01570680628272,233.75,3.1500347
-57.01570680628272,235.0,3.2190425
-57.01570680628272,236.25,3.2330449
-57.01570680628272,237.5,3.2316945
-57.01570680628272,238.75,3.2244618
-57.01570680628272,240.0,3.2099788
-57.01570680628272,241.25,3.18513
-57.01570680628272,242.5,3.1491394
-57.01570680628272,243.75,3.109352
-57.01570680628272,245.0,3.079305
-57.01570680628272,246.25,3.0715332
-57.01570680628272,247.5,3.0948665
-57.01570680628272,248.75,3.1457164
-57.01570680628272,250.0,3.2058613
-57.01570680628272,251.25,3.2557094
-57.01570680628272,252.5,3.288742
-57.01570680628272,253.75,3.3107173
-57.01570680628272,255.0,3.327156
-57.01570680628272,256.25,3.3372421
-57.01570680628272,257.5,3.3419468
-57.01570680628272,258.75,3.3467891
-57.01570680628272,260.0,3.3543243
-57.01570680628272,261.25,3.3611476
-57.01570680628272,262.5,3.3634083
-57.01570680628272,263.75,3.3597107
-57.01570680628272,265.0,3.3551102
-57.01570680628272,266.25,3.3573608
-57.01570680628272,267.5,3.373881
-57.01570680628272,268.75,3.3996582
-57.01570680628272,270.0,3.441536
-57.01570680628272,271.25,3.484085
-57.01570680628272,272.5,3.5244217
-57.01570680628272,273.75,3.5669124
-57.01570680628272,275.0,3.6142044
-57.01570680628272,276.25,3.6662548
-57.01570680628272,277.5,3.7208683
-57.01570680628272,278.75,3.7735393
-57.01570680628272,280.0,3.8256557
-57.01570680628272,281.25,3.8873951
-57.01570680628272,282.5,3.95563
-57.01570680628272,283.75,4.044184
-57.01570680628272,285.0,4.174352
-57.01570680628272,286.25,4.3498383
-57.01570680628272,287.5,4.5189056
-57.01570680628272,288.75,4.6582665
-57.01570680628272,290.0,4.732717
-57.01570680628272,291.25,4.7220383
-57.01570680628272,292.5,4.6760306
-57.01570680628272,293.75,4.3961387
-57.01570680628272,295.0,3.9939396
-57.01570680628272,296.25,3.6953328
-57.01570680628272,297.5,3.5933025
-57.01570680628272,298.75,3.6215591
-57.01570680628272,300.0,3.6886723
-57.01570680628272,301.25,3.723048
-57.01570680628272,302.5,3.7132976
-57.01570680628272,303.75,3.6628163
-57.01570680628272,305.0,3.575587
-57.01570680628272,306.25,3.466217
-57.01570680628272,307.5,3.3561428
-57.01570680628272,308.75,3.253072
-57.01570680628272,310.0,3.138916
-57.01570680628272,311.25,2.9822643
-57.01570680628272,312.5,2.7814076
-57.01570680628272,313.75,2.5769322
-57.01570680628272,315.0,2.4103622
-57.01570680628272,316.25,2.2795792
-57.01570680628272,317.5,2.1410954
-57.01570680628272,318.75,1.9779892
-57.01570680628272,320.0,1.7833862
-57.01570680628272,321.25,1.5959219
-57.01570680628272,322.5,1.4598058
-57.01570680628272,323.75,1.3741251
-57.01570680628272,325.0,1.2968267
-57.01570680628272,326.25,1.207929
-57.01570680628272,327.5,1.1520334
-57.01570680628272,328.75,1.1369299
-57.01570680628272,330.0,1.1477152
-57.01570680628272,331.25,1.1569265
-57.01570680628272,332.5,1.1608938
-57.01570680628272,333.75,1.175705
-57.01570680628272,335.0,1.1978937
-57.01570680628272,336.25,1.1874975
-57.01570680628272,337.5,1.1186523
-57.01570680628272,338.75,1.0370712
-57.01570680628272,340.0,0.950002
-57.01570680628272,341.25,0.8687083
-57.01570680628272,342.5,0.8008652
-57.01570680628272,343.75,0.74135846
-57.01570680628272,345.0,0.68067676
-57.01570680628272,346.25,0.6116104
-57.01570680628272,347.5,0.5259476
-57.01570680628272,348.75,0.40822092
