month,lat,psl
5,-61.72774869109948,98113.32459852434
5,-60.78534031413612,98266.1399197051
5,-59.84293193717278,98439.77262369728
5,-58.90052356020942,98631.00857204865
5,-57.95811518324607,98834.079806858
5,-57.01570680628272,99045.43836805565
5,-56.07329842931937,99261.50895182311
5,-55.13089005235602,99478.67046440954
5,-54.18848167539267,99693.26011827223
5,-53.24607329842932,99903.40760633696
5,-52.303664921465966,100108.60853407146
5,-51.361256544502616,100307.33376736067
5,-50.41884816753927,100496.85574001732
5,-49.47643979057592,100676.74593098898
5,-48.53403141361257,100845.08506944463
5,-47.59162303664922,101002.98320855001
5,-46.64921465968587,101148.92130533907
5,-45.70680628272251,101282.0833875874
5,-44.76439790575916,101401.42051866287
5,-43.82198952879581,101508.15047200459
5,-42.87958115183246,101604.44444444457
5,-41.93717277486911,101689.43269856738
5,-40.99476439790576,101763.10476345538
5,-40.05235602094241,101827.42266167494
5,-39.109947643979055,101884.11713324586
5,-38.167539267015705,101933.18419053838
5,-37.225130890052355,101975.00024414012
5,-36.282722513089006,102008.6035698781
5,-35.340314136125656,102034.09125434092
5,-34.397905759162306,102052.86347113791
5,-33.455497382198956,102065.58892144068
5,-32.5130890052356,102071.83734809078
5,-31.57068062827225,102071.64127604147
5,-30.6282722513089,102062.38156466949
5,-29.68586387434555,102046.51481119722
5,-28.7434554973822,102023.97018771658
5,-27.80104712041885,101996.68004014765
5,-26.8586387434555,101964.3800727002
5,-25.916230366492144,101927.77989366312
5,-24.9738219895288,101885.84290907088
5,-24.031413612565444,101839.90505642323
5,-23.0890052356021,101792.79405381969
5,-22.146596858638745,101742.34882269942
5,-21.204188481675388,101688.14306640594
5,-20.261780104712045,101633.45022243976
5,-19.31937172774869,101577.91392686647
5,-18.376963350785346,101523.17778862795
5,-17.43455497382199,101467.22900390608
5,-16.492146596858646,101413.65950520808
5,-15.54973821989529,101363.08433702285
5,-14.607329842931932,101318.91457790774
5,-13.66492146596859,101274.27962239634
5,-12.722513089005233,101229.91457790753
5,-11.78010471204189,101187.94967990465
5,-10.837696335078533,101150.81480577266
5,-9.89528795811519,101116.0698784728
5,-8.952879581151834,101084.77175564195
5,-8.010471204188477,101056.8816731767
5,-7.068062827225134,101032.72471788197
5,-6.125654450261777,101014.86718750028
5,-5.1832460732984345,100999.10603841122
5,-4.240837696335078,100988.89192708365
5,-3.298429319371735,100980.91905381891
5,-2.356020942408378,100975.42491319425
5,-1.4136125654450211,100973.5937228737
5,-0.47120418848167844,100972.1759982635
5,0.47120418848167844,100969.87947591109
5,1.4136125654450211,100966.14179145009
5,2.356020942408378,100960.89317491293
5,3.2984293193717207,100956.06599934839
5,4.240837696335078,100955.41484917572
5,5.1832460732984345,100956.2173122828
5,6.125654450261777,100957.35538737013
