month,lat,plev,o3
2,-60.78534031413612,100000.0,
2,-59.84293193717278,100000.0,
2,-58.90052356020942,100000.0,
2,-57.95811518324607,100000.0,
2,-57.01570680628272,100000.0,
2,-56.07329842931937,100000.0,
2,-55.13089005235602,100000.0,
2,-54.18848167539267,100000.0,1.610685333256848e-08
2,-53.24607329842932,100000.0,1.6151673314368526e-08
2,-52.303664921465966,100000.0,1.628738051095976e-08
2,-51.361256544502616,100000.0,1.6438525348293135e-08
2,-50.41884816753927,100000.0,1.6525433402319143e-08
2,-49.47643979057592,100000.0,1.6598888485930188e-08
2,-48.53403141361257,100000.0,1.6668890954252922e-08
2,-47.59162303664922,100000.0,1.678544232497353e-08
2,-46.64921465968587,100000.0,1.6890575208840373e-08
2,-45.70680628272251,100000.0,1.6991825081514866e-08
2,-44.76439790575916,100000.0,1.7087822938451145e-08
2,-43.82198952879581,100000.0,1.7165978314017907e-08
2,-42.87958115183246,100000.0,1.7224681705552384e-08
2,-41.93717277486911,100000.0,1.7296430594971357e-08
2,-40.99476439790576,100000.0,1.7346294608162575e-08
2,-40.05235602094241,100000.0,1.7518845344904322e-08
2,-39.109947643979055,100000.0,1.7462385413847577e-08
2,-38.167539267015705,100000.0,1.7329431781821036e-08
2,-37.225130890052355,100000.0,1.736986866960868e-08
2,-36.282722513089006,100000.0,1.739131698468934e-08
2,-35.340314136125656,100000.0,1.7421410259891833e-08
2,-34.397905759162306,100000.0,1.7083624899366466e-08
2,-33.455497382198956,100000.0,1.677533981007052e-08
2,-32.5130890052356,100000.0,1.650020190045676e-08
2,-31.57068062827225,100000.0,1.6377635216813e-08
2,-30.6282722513089,100000.0,1.6096103638790877e-08
2,-29.68586387434555,100000.0,1.5983232827344602e-08
2,-28.7434554973822,100000.0,1.585041894907649e-08
2,-27.80104712041885,100000.0,1.5763106533912287e-08
2,-26.8586387434555,100000.0,1.5704718157935494e-08
2,-25.916230366492144,100000.0,1.5556162163072926e-08
2,-24.9738219895288,100000.0,1.5407870638982064e-08
2,-24.031413612565444,100000.0,1.5254063504237035e-08
2,-23.0890052356021,100000.0,1.525966918973423e-08
2,-22.146596858638745,100000.0,1.5274357570722557e-08
2,-21.204188481675388,100000.0,1.5264090999530386e-08
2,-20.261780104712045,100000.0,1.534055379261683e-08
2,-19.31937172774869,100000.0,1.5376569856560706e-08
2,-18.376963350785346,100000.0,1.537486829264713e-08
2,-17.43455497382199,100000.0,1.5395955829260955e-08
2,-16.492146596858646,100000.0,1.5342268016185223e-08
2,-15.54973821989529,100000.0,1.542429098265766e-08
2,-14.607329842931932,100000.0,1.54148708393145e-08
2,-13.66492146596859,100000.0,1.533462855585201e-08
2,-12.722513089005233,100000.0,1.512684916047928e-08
2,-11.78010471204189,100000.0,1.4788841400993267e-08
2,-10.837696335078533,100000.0,1.4251778309303522e-08
2,-9.89528795811519,100000.0,1.3861706815355018e-08
2,-8.952879581151834,100000.0,1.3424765899671486e-08
2,-8.010471204188477,100000.0,1.3183970633161368e-08
2,-7.068062827225134,100000.0,1.3010382954345258e-08
2,-6.125654450261777,100000.0,1.313087047457456e-08
2,-5.1832460732984345,100000.0,1.3618772729910096e-08
2,-4.240837696335078,100000.0,1.3795764932772768e-08
2,-3.298429319371735,100000.0,1.4004832329289443e-08
2,-2.356020942408378,100000.0,1.4794999676698915e-08
2,-1.4136125654450211,100000.0,1.5611876911236865e-08
2,-0.47120418848167844,100000.0,1.6498085907622128e-08
2,0.47120418848167844,100000.0,1.7771548292226122e-08
2,1.4136125654450211,100000.0,1.8835664541311085e-08
2,2.356020942408378,100000.0,2.0419332574299613e-08
2,3.2984293193717207,100000.0,2.2204815868837458e-08
2,4.240837696335078,100000.0,2.4001409038021435e-08
2,5.1832460732984345,100000.0,2.5139112919098994e-08
2,6.125654450261777,100000.0,2.6158472505672158e-08
2,7.068062827225134,100000.0,2.761347088850649e-08
2,8.010471204188477,100000.0,2.880730330438651e-08
2,8.952879581151834,100000.0,2.9753815916524404e-08
2,9.895287958115176,100000.0,3.091662848549544e-08
2,10.837696335078533,100000.0,3.1419574908979e-08
2,11.78010471204189,100000.0,3.241475039665713e-08
2,12.722513089005233,100000.0,3.322714351131625e-08
2,13.66492146596859,100000.0,3.3735046900566646e-08
2,14.607329842931932,100000.0,3.4703041372580054e-08
2,15.54973821989529,100000.0,3.584580496481874e-08
2,16.492146596858632,100000.0,3.6815937551892754e-08
2,17.43455497382199,100000.0,3.810076429384423e-08
2,18.376963350785346,100000.0,3.935469126148902e-08
2,19.31937172774869,100000.0,4.059122629812993e-08
2,20.261780104712045,100000.0,4.1568162005105e-08
2,21.204188481675388,100000.0,4.2305246609415204e-08
2,22.146596858638745,100000.0,4.301340457983831e-08
2,23.089005235602087,100000.0,4.393111408345457e-08
2,24.031413612565444,100000.0,4.489808947815768e-08
2,24.9738219895288,100000.0,4.5489886786724263e-08
2,25.916230366492144,100000.0,4.637954580595287e-08
2,26.8586387434555,100000.0,4.6899781355257254e-08
2,27.801047120418843,100000.0,4.733986439500689e-08
2,28.7434554973822,100000.0,4.7109538841690586e-08
2,29.685863874345543,100000.0,4.7074249776637004e-08
2,30.6282722513089,100000.0,4.71737752473662e-08
2,31.570680628272257,100000.0,4.7221194318461206e-08
2,32.5130890052356,100000.0,4.77708089414866e-08
2,33.455497382198956,100000.0,4.811120412424434e-08
2,34.3979057591623,100000.0,4.807563263210456e-08
2,35.340314136125656,100000.0,4.774033568764542e-08
2,36.282722513089,100000.0,4.783370471579676e-08
2,37.225130890052355,100000.0,4.801752659272037e-08
2,38.16753926701571,100000.0,4.7912281473934455e-08
2,39.10994764397907,100000.0,4.768897454709972e-08
2,40.0523560209424,100000.0,4.776032664646993e-08
2,40.994764397905755,100000.0,4.780739312683286e-08
2,41.93717277486911,100000.0,4.7665421831766153e-08
2,42.87958115183247,100000.0,4.760114374324547e-08
2,43.8219895287958,100000.0,4.702693600716871e-08
2,44.764397905759154,100000.0,4.645054327262189e-08
2,45.70680628272251,100000.0,4.6381245877188305e-08
2,46.64921465968587,100000.0,4.558374766300212e-08
2,47.591623036649224,100000.0,4.58233806455156e-08
2,48.53403141361255,100000.0,4.685378558192872e-08
2,49.47643979057591,100000.0,4.6696336687866415e-08
2,50.41884816753927,100000.0,4.638296969060045e-08
2,51.36125654450262,100000.0,4.58460912844405e-08
2,52.30366492146598,100000.0,4.473108983713298e-08
2,53.24607329842931,100000.0,4.407869686642499e-08
2,54.188481675392666,100000.0,4.307139930559727e-08
2,55.13089005235602,100000.0,4.3223262689815374e-08
2,56.07329842931938,100000.0,4.373642495211953e-08
2,57.01570680628271,100000.0,4.406228414231983e-08
2,57.958115183246065,100000.0,4.448137115690458e-08
2,58.90052356020942,100000.0,4.3935751528671135e-08
2,59.84293193717278,100000.0,4.465121528557144e-08
2,60.785340314136135,100000.0,4.495372298562042e-08
2,61.727748691099464,100000.0,4.4888841320362536e-08
2,62.67015706806282,100000.0,4.5439072102854354e-08
2,63.61256544502618,100000.0,4.542487712473515e-08
2,64.55497382198953,100000.0,4.4253464063596466e-08
2,65.49738219895289,100000.0,4.50445176212607e-08
2,66.43979057591622,100000.0,4.517082725068314e-08
2,67.38219895287958,100000.0,4.532428688220096e-08
2,68.32460732984293,100000.0,4.5897996060137636e-08
2,69.26701570680629,100000.0,4.6288008583172165e-08
2,70.20942408376962,100000.0,4.6971219705237135e-08
2,71.15183246073298,100000.0,4.773505174763448e-08
2,72.09424083769633,100000.0,4.7744688614068613e-08
2,73.03664921465969,100000.0,4.796263033383628e-08
2,73.97905759162305,100000.0,4.814546509616479e-08
2,74.92146596858638,100000.0,4.819696267485288e-08
2,75.86387434554973,100000.0,4.817805379107427e-08
2,76.80628272251309,100000.0,4.816784381317959e-08
2,77.74869109947645,100000.0,4.818133812473732e-08
2,78.6910994764398,100000.0,4.8184294120618826e-08
2,79.63350785340313,100000.0,4.817379186159949e-08
2,80.57591623036649,100000.0,4.8162726269047996e-08
2,81.51832460732984,100000.0,4.815670675300749e-08
2,82.4607329842932,100000.0,4.8143106800269976e-08
2,83.40314136125653,100000.0,4.812507333520852e-08
2,84.34554973821989,100000.0,4.820717196039483e-08
2,85.28795811518324,100000.0,4.8139452360373976e-08
2,86.2303664921466,100000.0,4.8048374275932736e-08
2,87.17277486910996,100000.0,4.7982659311716404e-08
2,88.11518324607329,100000.0,
2,89.05759162303664,100000.0,
2,90.0,100000.0,
3,-90.0,100000.0,
3,-89.05759162303664,100000.0,
3,-88.1151832460733,100000.0,
3,-87.17277486910994,100000.0,
3,-86.2303664921466,100000.0,
3,-85.28795811518324,100000.0,
3,-84.3455497382199,100000.0,
3,-83.40314136125654,100000.0,
3,-82.46073298429319,100000.0,
3,-81.51832460732984,100000.0,
3,-80.57591623036649,100000.0,
3,-79.63350785340315,100000.0,
3,-78.69109947643979,100000.0,
3,-77.74869109947645,100000.0,
3,-76.80628272251309,100000.0,
3,-75.86387434554973,100000.0,
3,-74.92146596858639,100000.0,
3,-73.97905759162303,100000.0,
3,-73.03664921465969,100000.0,
3,-72.09424083769633,100000.0,
3,-71.15183246073298,100000.0,
3,-70.20942408376963,100000.0,
3,-69.26701570680629,100000.0,
3,-68.32460732984293,100000.0,
3,-67.38219895287958,100000.0,
3,-66.43979057591623,100000.0,
3,-65.49738219895288,100000.0,
3,-64.55497382198953,100000.0,
3,-63.61256544502618,100000.0,
3,-62.67015706806283,100000.0,
3,-61.72774869109948,100000.0,
3,-60.78534031413612,100000.0,
3,-59.84293193717278,100000.0,
3,-58.90052356020942,100000.0,
3,-57.95811518324607,100000.0,
3,-57.01570680628272,100000.0,2.0142997196141245e-08
3,-56.07329842931937,100000.0,2.0225845798194085e-08
3,-55.13089005235602,100000.0,2.0600393924041807e-08
3,-54.18848167539267,100000.0,2.0640229479128533e-08
3,-53.24607329842932,100000.0,2.06820472173189e-08
3,-52.303664921465966,100000.0,2.0733228804914404e-08
3,-51.361256544502616,100000.0,2.0802140797440073e-08
3,-50.41884816753927,100000.0,2.090957890971343e-08
3,-49.47643979057592,100000.0,2.0939938622265774e-08
3,-48.53403141361257,100000.0,2.093608504338814e-08
3,-47.59162303664922,100000.0,2.0971907526829275e-08
3,-46.64921465968587,100000.0,2.1043219066904686e-08
3,-45.70680628272251,100000.0,2.1118497567262035e-08
3,-44.76439790575916,100000.0,2.1194547511342385e-08
3,-43.82198952879581,100000.0,2.1251432645847288e-08
3,-42.87958115183246,100000.0,2.128654480520959e-08
3,-41.93717277486911,100000.0,2.1331172617399178e-08
3,-40.99476439790576,100000.0,2.13575780673059e-08
3,-40.05235602094241,100000.0,2.1454771676281037e-08
3,-39.109947643979055,100000.0,2.1461604628724155e-08
3,-38.167539267015705,100000.0,2.130233065267571e-08
3,-37.225130890052355,100000.0,2.1258889355358673e-08
3,-36.282722513089006,100000.0,2.1250196110821345e-08
3,-35.340314136125656,100000.0,2.119895939582687e-08
3,-34.397905759162306,100000.0,2.0888958593875504e-08
3,-33.455497382198956,100000.0,2.0599551602957086e-08
3,-32.5130890052356,100000.0,2.0332795334926653e-08
3,-31.57068062827225,100000.0,2.0098427517371204e-08
3,-30.6282722513089,100000.0,1.972114702810205e-08
3,-29.68586387434555,100000.0,1.9494218747187776e-08
3,-28.7434554973822,100000.0,1.92597479250434e-08
3,-27.80104712041885,100000.0,1.9124789548730502e-08
3,-26.8586387434555,100000.0,1.8885621099297103e-08
3,-25.916230366492144,100000.0,1.8716225565822038e-08
3,-24.9738219895288,100000.0,1.8514681185903676e-08
3,-24.031413612565444,100000.0,1.8271106443326344e-08
3,-23.0890052356021,100000.0,1.8090411155258066e-08
3,-22.146596858638745,100000.0,1.794326770925963e-08
3,-21.204188481675388,100000.0,1.7792943196485043e-08
3,-20.261780104712045,100000.0,1.7684907625098774e-08
3,-19.31937172774869,100000.0,1.7504081537566547e-08
3,-18.376963350785346,100000.0,1.7334268934773134e-08
3,-17.43455497382199,100000.0,1.7046958108527652e-08
3,-16.492146596858646,100000.0,1.672731807035782e-08
3,-15.54973821989529,100000.0,1.643100934080145e-08
3,-14.607329842931932,100000.0,1.612081491383029e-08
3,-13.66492146596859,100000.0,1.5795810405552126e-08
3,-12.722513089005233,100000.0,1.5419389458530403e-08
3,-11.78010471204189,100000.0,1.5032401678578784e-08
3,-10.837696335078533,100000.0,1.460860985821894e-08
3,-9.89528795811519,100000.0,1.4163811594327177e-08
3,-8.952879581151834,100000.0,1.3624575597916631e-08
3,-8.010471204188477,100000.0,1.3162072464341768e-08
3,-7.068062827225134,100000.0,1.2813188932661975e-08
3,-6.125654450261777,100000.0,1.2851167730425568e-08
3,-5.1832460732984345,100000.0,1.3079262371564097e-08
3,-4.240837696335078,100000.0,1.2915661359858018e-08
3,-3.298429319371735,100000.0,1.2941159417227152e-08
3,-2.356020942408378,100000.0,1.3236298936532737e-08
3,-1.4136125654450211,100000.0,1.3941724126276332e-08
3,-0.47120418848167844,100000.0,1.4647683946026288e-08
3,0.47120418848167844,100000.0,1.564751397911203e-08
3,1.4136125654450211,100000.0,1.6609123887714e-08
3,2.356020942408378,100000.0,1.8030833727439248e-08
3,3.2984293193717207,100000.0,1.957697795248942e-08
3,4.240837696335078,100000.0,2.1198419095920757e-08
3,5.1832460732984345,100000.0,2.2471144069880218e-08
3,6.125654450261777,100000.0,2.385860847449058e-08
3,7.068062827225134,100000.0,2.4825713014341953e-08
3,8.010471204188477,100000.0,2.5942970220872953e-08
3,8.952879581151834,100000.0,2.694898220775411e-08
3,9.895287958115176,100000.0,2.8077083091936374e-08
3,10.837696335078533,100000.0,2.8897974046707733e-08
3,11.78010471204189,100000.0,2.9814764148508034e-08
3,12.722513089005233,100000.0,3.0847877775995156e-08
3,13.66492146596859,100000.0,3.170224051187676e-08
3,14.607329842931932,100000.0,3.275401350910254e-08
3,15.54973821989529,100000.0,3.386363184532116e-08
3,16.492146596858632,100000.0,3.5187152188539606e-08
3,17.43455497382199,100000.0,3.6505618757138505e-08
3,18.376963350785346,100000.0,3.7959774346063395e-08
3,19.31937172774869,100000.0,3.934332590722361e-08
3,20.261780104712045,100000.0,4.045543950900685e-08
3,21.204188481675388,100000.0,4.1516935942596365e-08
3,22.146596858638745,100000.0,4.25575447153246e-08
3,23.089005235602087,100000.0,4.3665767288233696e-08
3,24.031413612565444,100000.0,4.481382907209059e-08
3,24.9738219895288,100000.0,4.576037080242058e-08
3,25.916230366492144,100000.0,4.6794721593060154e-08
3,26.8586387434555,100000.0,4.766433917362018e-08
3,27.801047120418843,100000.0,4.837640114951383e-08
3,28.7434554973822,100000.0,4.902614460432022e-08
3,29.685863874345543,100000.0,4.941330132708059e-08
3,30.6282722513089,100000.0,4.9685813358361206e-08
3,31.570680628272257,100000.0,4.977862754494466e-08
3,32.5130890052356,100000.0,5.016036549168997e-08
3,33.455497382198956,100000.0,5.0562348126574626e-08
3,34.3979057591623,100000.0,5.0804119762306456e-08
3,35.340314136125656,100000.0,5.093415339976304e-08
3,36.282722513089,100000.0,5.1319203896294676e-08
3,37.225130890052355,100000.0,5.1340617425508804e-08
3,38.16753926701571,100000.0,5.1445782426973546e-08
3,39.10994764397907,100000.0,5.1486033911638376e-08
3,40.0523560209424,100000.0,5.198581587579953e-08
3,40.994764397905755,100000.0,5.230572592158286e-08
3,41.93717277486911,100000.0,5.199952092445568e-08
3,42.87958115183247,100000.0,5.155616960585154e-08
3,43.8219895287958,100000.0,5.106411970140715e-08
3,44.764397905759154,100000.0,5.063753817217464e-08
3,45.70680628272251,100000.0,4.9833058811458734e-08
3,46.64921465968587,100000.0,4.926669685857092e-08
3,47.591623036649224,100000.0,4.886298320416665e-08
3,48.53403141361255,100000.0,4.921287594289271e-08
3,49.47643979057591,100000.0,4.949108321070263e-08
3,50.41884816753927,100000.0,4.913733646638714e-08
3,51.36125654450262,100000.0,4.908594894261514e-08
3,52.30366492146598,100000.0,4.951691872696021e-08
3,53.24607329842931,100000.0,4.78535572360406e-08
3,54.188481675392666,100000.0,4.77407261935463e-08
3,55.13089005235602,100000.0,4.8058765754279e-08
3,56.07329842931938,100000.0,4.8200845288749756e-08
3,57.01570680628271,100000.0,4.883233510293928e-08
3,57.958115183246065,100000.0,4.9294414855571785e-08
3,58.90052356020942,100000.0,5.0037960980515634e-08
3,59.84293193717278,100000.0,5.010351739847311e-08
3,60.785340314136135,100000.0,5.034888135074134e-08
3,61.727748691099464,100000.0,5.084187481902879e-08
3,62.67015706806282,100000.0,5.1415051547044795e-08
3,63.61256544502618,100000.0,5.1293820044652485e-08
3,64.55497382198953,100000.0,5.0952425901369375e-08
3,65.49738219895289,100000.0,5.080824308287483e-08
3,66.43979057591622,100000.0,5.1339711396875936e-08
3,67.38219895287958,100000.0,5.13158264094154e-08
3,68.32460732984293,100000.0,5.167540094595962e-08
3,69.26701570680629,100000.0,5.1597655347312694e-08
3,70.20942408376962,100000.0,5.173958549285951e-08
3,71.15183246073298,100000.0,5.216352443713021e-08
3,72.09424083769633,100000.0,5.2321640388006425e-08
3,73.03664921465969,100000.0,5.2361339837299394e-08
3,73.97905759162305,100000.0,5.242794585494895e-08
3,74.92146596858638,100000.0,5.2483461132624156e-08
3,75.86387434554973,100000.0,5.243373667166889e-08
3,76.80628272251309,100000.0,5.238369378034982e-08
3,77.74869109947645,100000.0,5.239223819698613e-08
3,78.6910994764398,100000.0,5.243269541541293e-08
